SKU;CANTIDAD;COSTO;LOCALIDAD;DEPOSITO
010926;-1920;0;;0014
017947;-1920;0;;0014
014492;-1884;0;;0014
018074;-1848;0;;0014
009027;-1848;0;;0014
001127;-1824;0;;0014
021032;-1800;0;;0014
019058;-1800;0;;0014
002091;-1776;0;;0014
018234;-1764;0;;0014
001302;-1716;0;;0014
011510;-1704;0;;0014
000287;-1700;0;;0014
020185;-1697.39;0;;1101
004383;-1679;0;;000014
014281;-1679;0;;0014
003703;-1668;0;;0014
011090;-1632;0;;0014
000013;-1616.2;0;;0014
016982;-1608;0;;0014
001638;-1596;0;;0014
001640;-1584;0;;0014
003666;-1584;0;;0014
016508;-1572;0;;0014
001637;-1560;0;;0014
018411;-1512;0;;0014
007738;-1512;0;;0014
017916;-1512;0;;0014
001135;-1499;0;;0014
016197;-1488;0;;0014
003700;-1472;0;;0014
014806;-1440;0;;0014
013621;-1416;0;;0014
019316;-1408;0;;0014
003819;-1392;0;;0014
002400;-1392;0;;0014
001639;-1380;0;;0014
006263;-1378;0;;0014
008447;-1371;0;;0004
018542;-1360;0;;0014
000175;-1342.5;0;;1101
001898;-1329;0;;0004
010740;-1320;0;;0014
014092;-1320;0;;0014
014794;-1296;0;;0014
010862;-1269;0;;0014
019618;-1265;0;;0014
013718;-1248;0;;0014
015622;-1236;0;;0014
001716;-1224;0;;0014
014131;-1224;0;;0014
000072;-1212;0;;0014
008064;-1200;0;;0004
021872;-1200;0;;0014
020035;-1200;0;;0014
016561;-1200;0;;000014
007835;-1200;0;;000014
016561;-1200;0;;0004
003810;-1200;0;;0014
014760;-1200;0;;0014
002732;-1200;0;;000014
022124;-1200;0;;0014
001172;-1200;0;;000014
010757;-1200;0;;000014
007538;-1176;0;;0014
000873;-1176;0;;0014
001543;-1128;0;;0014
016247;-1128;0;;0014
008945;-1128;0;;0014
008947;-1128;0;;0014
019181;-1104;0;;0014
005459;-1104;0;;0014
001386;-1080;0;;0014
011635;-1080;0;;0014
014332;-1080;0;;0014
012482;-1068;0;;0014
014064;-1068;0;;0014
018328;-1064;0;;0014
014759;-1056;0;;0014
001642;-1056;0;;0014
002737;-1056;0;;0014
014915;-1056;0;;0014
010866;-1055;0;;0014
000405;-1048;0;;0014
001717;-1032;0;;0014
014638;-1008;0;;0014
020645;-1008;0;;0014
006968;-1000;0;;0004
006263;-1000;0;;000014
008447;-1000;0;;0003
006972;-1000;0;;0004
013248;-1000;0;;0014
014037;-996;0;;0014
014709;-992;0;;0014
000067;-984;0;;0014
002088;-984;0;;0014
014953;-960;0;;0014
013621;-960;0;;000014
010757;-960;0;;0004
020613;-960;0;;0014
004334;-957;0;;000014
017206;-952;0;;0014
008622;-936;0;;0014
001725;-912;0;;0014
001086;-900;0;;0014
020043;-900;0;;0014
001964;-900;0;;000014
019619;-900;0;;0014
008628;-900;0;;0014
016803;-900;0;;0014
019315;-896;0;;0014
004383;-880;0;;0003
011100;-875;0;;0014
007131;-864;0;;0014
003767;-864;0;;0014
016245;-864;0;;0014
018073;-840;0;;0014
002560;-840;0;;0014
002556;-840;0;;0014
014706;-840;0;;0014
001171;-840;0;;000014
003821;-840;0;;0014
013289;-840;0;;0014
009998;-840;0;;0014
001338;-840;0;;0014
003979;-840;0;;0014
015435;-840;0;;0014
008417;-830.1;0;;0014
014766;-828;0;;0014
016707;-816;0;;0014
002417;-816;0;;0014
003721;-800;0;;000014
013248;-799;0;;000014
001370;-792;0;;0014
009376;-792;0;;0014
012444;-792;0;;0014
014496;-792;0;;0014
001345;-780;0;;0014
015644;-780;0;;0014
016666;-780;0;;0014
013693;-777.5;0;;0014
013686;-776;0;;0014
009338;-768;0;;0014
001371;-768;0;;0014
007644;-768;0;;0014
016691;-768;0;;0014
022020;-756;0;;0014
002995;-756;0;;0014
016895;-750;0;;000014
019511;-744;0;;0014
014757;-744;0;;0014
016692;-744;0;;0014
018785;-744;0;;0014
002567;-732;0;;0014
014784;-732;0;;0014
019446;-732;0;;0014
008344;-732;0;;0014
019271;-728;0;;0014
019064;-728;0;;0014
008064;-720;0;;0003
008064;-720;0;;000014
002000;-720;0;;000014
017727;-720;0;;000014
004334;-720;0;;0003
019876;-720;0;;0014
002216;-720;0;;0014
017278;-720;0;;000014
020079;-720;0;;0014
002557;-720;0;;0014
014792;-720;0;;0004
003767;-720;0;;000014
012552;-720;0;;000014
015479;-720;0;;0014
017113;-699;0;;000014
001387;-696;0;;0014
002734;-696;0;;0014
002736;-696;0;;0014
008942;-690;0;;0014
011099;-684;0;;0014
010426;-684;0;;0014
014282;-672;0;;0014
002410;-672;0;;0014
010900;-660;0;;0014
021095;-660;0;;0014
014039;-648;0;;0014
011174;-648;0;;0014
001350;-648;0;;0014
017917;-644;0;;0014
006623;-643;0;;0014
019494;-640;0;;0014
001718;-624;0;;0014
002539;-624;0;;0014
002996;-624;0;;0014
001635;-612;0;;0004
001586;-612;0;;0014
001696;-608;0;;0014
014793;-600;0;;0004
019756;-600;0;;1101
018403;-600;0;;0003
014705;-600;0;;0014
002563;-600;0;;0003
013605;-600;0;;0014
003123;-600;0;;0014
020403;-600;0;;0014
008650;-600;0;;000014
008627;-600;0;;000014
014707;-600;0;;0014
001727;-600;0;;0014
008330;-600;0;;000014
013689;-592;0;;0014
001581;-590;0;;0014
014781;-587;0;;0014
016773;-576;0;;0014
018180;-576;0;;0014
021562;-576;0;;0014
019762;-576;0;;0014
015218;-564;0;;0014
010727;-552;0;;0014
004728;-552;0;;0014
002384;-552;0;;0014
006277;-551;0;;0014
021240;-551;0;;0014
019317;-540;0;;0014
014062;-540;0;;0014
001726;-540;0;;0014
016564;-540;0;;0014
015436;-540;0;;0014
018077;-540;0;;0014
001636;-540;0;;0004
015646;-540;0;;0014
000475;-530;0;;0014
007132;-528;0;;0014
006391;-528;0;;000014
014333;-528;0;;0014
002735;-528;0;;0014
016565;-510;0;;0014
006906;-510;0;;0014
016803;-500;0;;000014
018671;-496;0;;0014
002946;-495;0;;000014
010265;-490;0;;0014
002228;-480;0;;000014
008945;-480;0;;000014
007131;-480;0;;000014
018180;-480;0;;000014
011090;-480;0;;000014
016431;-480;0;;000014
002091;-480;0;;000014
011091;-480;0;;000014
002383;-480;0;;0014
019630;-480;0;;0014
002942;-480;0;;0003
015754;-480;0;;0014
004334;-480;0;;0004
011632;-480;0;;000014
017948;-480;0;;0004
003321;-480;0;;0014
001339;-480;0;;0014
014594;-480;0;;000014
011634;-480;0;;000014
003666;-480;0;;000014
008950;-480;0;;000014
012551;-480;0;;000014
002941;-480;0;;0003
001580;-480;0;;0014
014778;-480;0;;0004
016063;-480;0;;0014
014638;-480;0;;000014
019320;-468;0;;0014
001003;-468;0;;0014
015645;-468;0;;0014
009623;-464;0;;0014
018066;-460;0;;0014
009091;-456;0;;0014
016694;-456;0;;0014
009997;-456;0;;000014
009271;-456;0;;0014
002997;-444;0;;0014
006384;-440;0;;0014
001160;-432;0;;0014
008916;-432;0;;0014
001344;-432;0;;0014
014497;-432;0;;0014
015456;-431;0;;0014
014710;-428;0;;0014
000078;-427;0;;0014
002041;-421;0;;0014
013144;-420;0;;0004
002027;-420;0;;0014
017875;-420;0;;0004
001289;-420;0;;0004
012429;-420;0;;0014
015528;-420;0;;0014
010739;-420;0;;0004
018867;-420;0;;0004
001635;-420;0;;000014
003826;-408;0;;0014
007456;-408;0;;0014
014068;-408;0;;0014
001949;-408;0;;0014
003033;-408;0;;0014
016696;-408;0;;0014
002568;-408;0;;0014
003786;-408;0;;0014
011511;-405;0;;000014
007583;-400;0;;0014
000867;-400;0;;0004
007582;-400;0;;0014
015438;-396;0;;0014
019780;-396;0;;0014
021563;-390;0;;0014
014786;-384;0;;0014
022125;-384;0;;0014
016693;-384;0;;0014
014772;-384;0;;0014
001136;-384;0;;0014
011101;-384;0;;0014
019433;-384;0;;0014
002086;-384;0;;0014
007489;-384;0;;0014
019398;-380;0;;0014
014034;-380;0;;0014
002946;-375;0;;0014
001299;-372;0;;0014
015439;-372;0;;0014
001963;-372;0;;0014
015513;-372;0;;0014
003911;-372;0;;0014
000074;-370.2;0;;000014
004383;-369;0;;0004
004025;-367;0;;0014
017918;-364;0;;0014
014495;-360;0;;0004
014560;-360;0;;0014
003772;-360;0;;0014
013718;-360;0;;0004
003703;-360;0;;000014
003755;-360;0;;000014
018242;-360;0;;0003
018243;-360;0;;0004
022619;-360;0;;0014
014036;-360;0;;0014
022620;-360;0;;0014
018767;-360;0;;0014
006278;-360;0;;000014
001116;-360;0;;0004
000989;-360;0;;000014
002216;-360;0;;000014
002733;-360;0;;0014
010865;-360;0;;000014
014496;-360;0;;0004
001174;-360;0;;0014
011172;-360;0;;0014
001289;-360;0;;0003
022618;-360;0;;0014
001635;-360;0;;0003
001636;-360;0;;000014
015456;-360;0;;000014
006277;-360;0;;000014
017948;-360;0;;0003
007454;-360;0;;000014
002736;-360;0;;000014
001288;-360;0;;0014
006535;-360;0;;0014
010865;-360;0;;0014
001162;-360;0;;0014
014092;-360;0;;000014
007456;-360;0;;000014
001636;-360;0;;0003
003821;-360;0;;000014
001297;-360;0;;0003
017715;-360;0;;0014
014281;-360;0;;000014
014131;-348;0;;0004
013392;-348;0;;0014
002215;-348;0;;0014
002212;-348;0;;0014
000401;-345;0;;0014
021054;-340;0;;0014
014885;-336;0;;0014
001681;-336;0;;0014
018786;-336;0;;0014
019064;-336;0;;0004
013395;-336;0;;0014
001340;-336;0;;0014
000311;-335;0;;0014
011114;-328;0;;0014
002988;-324;0;;0014
002031;-324;0;;0014
009141;-324;0;;0014
017946;-320;0;;0004
001175;-312;0;;0014
007930;-312;0;;0014
019447;-312;0;;0014
008094;-312;0;;0014
019624;-312;0;;0014
015637;-312;0;;0014
014035;-312;0;;0014
013687;-312;0;;0014
010956;-312;0;;0014
002385;-312;0;;0014
016895;-308;0;;0004
002546;-306;0;;0014
001643;-300;0;;000014
001129;-300;0;;0014
018243;-300;0;;0003
000866;-300;0;;0004
017113;-300;0;;0004
017949;-300;0;;0003
016508;-300;0;;0004
004095;-300;0;;000014
008650;-300;0;;0004
002558;-300;0;;0014
002557;-300;0;;0003
020084;-300;0;;0014
010739;-300;0;;000014
017875;-300;0;;0003
013106;-300;0;;0014
014779;-300;0;;0004
007744;-300;0;;0014
017955;-300;0;;000014
001172;-300;0;;0004
008416;-295.2;0;;0014
008415;-290.2;0;;0014
009337;-288;0;;0014
013157;-288;0;;0014
006535;-288;0;;000014
017749;-288;0;;0014
021899;-288;0;;0014
021031;-288;0;;0014
019764;-288;0;;0014
012551;-288;0;;0004
018168;-288;0;;000014
001894;-288;0;;0014
022273;-287;0;;0014
009266;-282;0;;0014
020958;-280;0;;0014
014754;-276;0;;0014
002219;-276;0;;0014
002213;-276;0;;0014
013632;-276;0;;0014
021671;-276;0;;0014
004023;-276;0;;0014
002418;-276;0;;0014
019627;-276;0;;0014
008892;-276;0;;0014
012916;-270;0;;0014
019431;-264;0;;0014
016699;-264;0;;0014
009270;-264;0;;0014
001582;-264;0;;0014
016708;-264;0;;0014
013391;-264;0;;0014
002038;-264;0;;0014
016506;-264;0;;0014
007933;-264;0;;0014
001895;-261;0;;0014
020053;-260;0;;0014
017750;-252;0;;0014
014038;-252;0;;0014
008937;-250;0;;0014
016895;-250;0;;0003
000131;-250;0;;0014
002943;-247;0;;0014
017947;-240;0;;0003
014081;-240;0;;0004
004728;-240;0;;000014
017950;-240;0;;0003
014332;-240;0;;000014
016507;-240;0;;0004
001965;-240;0;;000014
014886;-240;0;;0014
017965;-240;0;;0014
001716;-240;0;;000014
011510;-240;0;;0003
001638;-240;0;;000014
002384;-240;0;;0003
011510;-240;0;;000014
009269;-240;0;;000014
002568;-240;0;;000014
007644;-240;0;;000014
002099;-240;0;;0014
011100;-240;0;;000014
001643;-240;0;;0004
001717;-240;0;;000014
008947;-240;0;;000014
010926;-240;0;;000014
011633;-240;0;;0004
010907;-240;0;;000014
010900;-240;0;;000014
001135;-240;0;;000014
010907;-240;0;;0004
001116;-240;0;;000014
008621;-240;0;;000014
001344;-240;0;;000014
009312;-240;0;;0014
010705;-240;0;;000014
017278;-240;0;;0004
020085;-240;0;;0014
001643;-240;0;;0003
003663;-240;0;;0014
001133;-240;0;;0014
019625;-240;0;;0014
018410;-240;0;;0004
011091;-240;0;;0004
011635;-240;0;;000014
001718;-240;0;;000014
014082;-240;0;;0004
007738;-240;0;;000014
002417;-240;0;;000014
001385;-240;0;;0004
008344;-240;0;;000014
017727;-240;0;;0004
002400;-240;0;;000014
016197;-240;0;;000014
022460;-240;0;;0014
001543;-240;0;;000014
018242;-240;0;;0004
018766;-240;0;;0014
002385;-240;0;;0004
001640;-240;0;;000014
020411;-240;0;;0014
002410;-240;0;;000014
007132;-240;0;;000014
002992;-240;0;;0014
014032;-240;0;;0014
010956;-240;0;;000014
002742;-240;0;;0004
017947;-240;0;;0004
014064;-240;0;;000014
001339;-240;0;;000014
019626;-240;0;;0014
002383;-240;0;;0004
016507;-240;0;;0014
019503;-240;0;;0014
001292;-240;0;;0004
017061;-240;0;;0014
013290;-240;0;;000014
014495;-240;0;;0014
000580;-240;0;;0014
014222;-240;0;;000014
014083;-240;0;;0004
003643;-233;0;;0014
003937;-228;0;;0014
003031;-228;0;;0014
008266;-228;0;;0014
010133;-225;0;;0004
002823;-225;0;;0014
018075;-224;0;;0004
007665;-224;0;;0004
009801;-222;0;;0014
000017;-220.5;0;;0014
001161;-220;0;;0014
001900;-220;0;;0014
001388;-220;0;;0014
019616;-216;0;;0014
002096;-216;0;;0014
010955;-216;0;;000014
015437;-216;0;;0014
011511;-216;0;;0004
001954;-216;0;;000014
019432;-216;0;;0014
001948;-216;0;;0014
014757;-216;0;;000014
001686;-216;0;;0014
002098;-216;0;;0014
018076;-210;0;;0014
015484;-207;0;;0014
019227;-206;0;;0014
010879;-204;0;;0014
002100;-204;0;;0014
005748;-200;0;;0004
002323;-200;0;;0014
000304;-200;0;;0014
015644;-200;0;;000014
013688;-200;0;;0014
009868;-199;0;;0014
019318;-192;0;;0014
010882;-192;0;;0014
011090;-192;0;;0004
016492;-192;0;;0014
004565;-192;0;;0014
022552;-192;0;;0014
003000;-192;0;;0014
014381;-192;0;;0014
011634;-192;0;;0004
013290;-192;0;;0014
014277;-192;0;;0014
014884;-192;0;;0014
011803;-192;0;;0014
019560;-192;0;;0014
008621;-192;0;;0004
014773;-192;0;;0014
002099;-192;0;;000014
005961;-186;0;;0014
013718;-180;0;;000014
002087;-180;0;;000014
006906;-180;0;;0004
001127;-180;0;;000014
002742;-180;0;;000014
015646;-180;0;;000014
001171;-180;0;;0003
003320;-180;0;;0014
001135;-180;0;;0004
001637;-180;0;;000014
014063;-180;0;;0014
010962;-180;0;;0014
019699;-180;0;;0014
002538;-180;0;;0014
021222;-180;0;;0014
018234;-180;0;;000014
020132;-180;0;;0014
008757;-180;0;;0014
016580;-180;0;;0014
013144;-180;0;;000014
019434;-180;0;;0014
008626;-180;0;;0014
001389;-180;0;;0014
014278;-180;0;;0014
001544;-180;0;;0014
001584;-180;0;;0014
015622;-180;0;;000014
001073;-180;0;;0014
001391;-180;0;;0014
001131;-175;0;;0014
012417;-174;0;;0014
019397;-170;0;;0014
011193;-168;0;;0014
021911;-168;0;;0014
020489;-168;0;;0014
018780;-168;0;;0014
005902;-168;0;;0014
001583;-168;0;;0014
017206;-168;0;;0004
017919;-168;0;;0014
002082;-168;0;;0014
001385;-168;0;;0003
014033;-168;0;;0014
002375;-168;0;;0014
015481;-162;0;;0014
015953;-162;0;;0014
015482;-162;0;;0014
007665;-160;0;;0003
017946;-160;0;;000014
017300;-160;0;;0014
003700;-160;0;;0004
000126;-158;0;;0014
008345;-156;0;;0014
008158;-156;0;;0014
003703;-156;0;;0004
014907;-156;0;;0014
013397;-156;0;;0014
007745;-156;0;;0014
022159;-156;0;;0014
011023;-156;0;;000014
020689;-150;0;;0014
002559;-150;0;;0014
008627;-150;0;;0004
001581;-150;0;;000014
012342;-150;0;;0014
022562;-150;0;;0014
018996;-150;0;;0014
013605;-150;0;;000014
008650;-150;0;;0003
011702;-145;0;;0014
014883;-144;0;;0014
016699;-144;0;;000014
002096;-144;0;;000014
018149;-144;0;;0014
018781;-144;0;;0014
022137;-144;0;;0014
007275;-144;0;;0014
002543;-144;0;;0014
021556;-144;0;;0014
021912;-144;0;;0014
014773;-144;0;;000014
009805;-144;0;;0014
003088;-144;0;;000014
002540;-144;0;;0014
011187;-144;0;;0014
002393;-144;0;;0014
011632;-144;0;;0004
003910;-144;0;;0014
001965;-144;0;;0014
009806;-144;0;;0014
004568;-144;0;;0014
009808;-144;0;;0014
019761;-144;0;;0014
014758;-143;0;;0014
004450;-143;0;;0014
022002;-140;0;;0014
011511;-135;0;;0003
015533;-132;0;;0014
021672;-132;0;;0014
002337;-132;0;;0014
018097;-132;0;;0014
008330;-132;0;;0004
018443;-132;0;;0014
018442;-132;0;;0014
001139;-128;0;;0014
019464;-128;0;;0014
000304;-125;0;;000014
003535;-125;0;;0014
000420;-125;0;;0014
000420;-125;0;;0003
004093;-121;0;;0014
018077;-120;0;;0004
016695;-120;0;;000014
000072;-120;0;;0004
001338;-120;0;;000014
016380;-120;0;;0014
014787;-120;0;;0014
014223;-120;0;;000014
014277;-120;0;;000014
010882;-120;0;;000014
014759;-120;0;;000014
019009;-120;0;;0004
016696;-120;0;;000014
001116;-120;0;;0003
003000;-120;0;;000014
016245;-120;0;;000014
014682;-120;0;;0014
003819;-120;0;;000014
018055;-120;0;;000014
014092;-120;0;;0003
014780;-120;0;;0004
013689;-120;0;;0004
002088;-120;0;;000014
008942;-120;0;;000014
010907;-120;0;;0003
002213;-120;0;;000014
014784;-120;0;;0003
002433;-120;0;;000014
014754;-120;0;;000014
014492;-120;0;;0003
011099;-120;0;;000014
016366;-120;0;;0014
001127;-120;0;;0004
019233;-120;0;;0014
007933;-120;0;;000014
001287;-120;0;;0004
001727;-120;0;;000014
014784;-120;0;;000014
017950;-120;0;;0004
011101;-120;0;;0003
009312;-120;0;;000014
015513;-120;0;;000014
018770;-120;0;;0014
009141;-120;0;;000014
010739;-120;0;;0003
015695;-120;0;;000014
001143;-120;0;;000014
002999;-120;0;;000014
010740;-120;0;;0004
004095;-120;0;;0014
016578;-120;0;;0014
007275;-120;0;;000014
019410;-120;0;;0014
001725;-120;0;;000014
002095;-120;0;;0014
006278;-120;0;;0014
016939;-120;0;;0014
002218;-120;0;;0014
013621;-120;0;;0004
014278;-120;0;;000014
002566;-120;0;;000014
002000;-120;0;;0004
001639;-120;0;;000014
000405;-120;0;;000014
018770;-120;0;;0004
007454;-120;0;;0014
002992;-120;0;;000014
009271;-120;0;;000014
002988;-120;0;;000014
013297;-120;0;;000014
002742;-120;0;;0003
014282;-120;0;;000014
001543;-120;0;;0004
018441;-120;0;;0014
014915;-120;0;;000014
001726;-120;0;;000014
015537;-120;0;;0014
001681;-120;0;;000014
016982;-120;0;;0004
014492;-120;0;;000014
003786;-120;0;;000014
001386;-120;0;;000014
002218;-120;0;;000014
014791;-120;0;;0004
017949;-120;0;;0004
002212;-120;0;;000014
009941;-120;0;;0014
001345;-120;0;;000014
017947;-120;0;;000014
008094;-120;0;;000014
003767;-120;0;;0003
001586;-120;0;;000014
001954;-120;0;;0004
011101;-120;0;;000014
001006;-120;0;;0014
003824;-120;0;;0014
008946;-120;0;;000014
013904;-120;0;;0014
000139;-119;0;;0014
001899;-119;0;;0014
008418;-117.8;0;;0014
017916;-112;0;;0004
014664;-112;0;;0014
011792;-110;0;;0014
000378;-109;0;;0014
018444;-108;0;;0014
011611;-108;0;;0014
015483;-108;0;;0014
002031;-108;0;;000014
007835;-108;0;;0004
015588;-108;0;;0014
004386;-108;0;;0014
021691;-108;0;;0014
005459;-108;0;;0004
002155;-108;0;;0014
020490;-108;0;;0014
000067;-108;0;;000014
001645;-108;0;;0014
006281;-108;0;;0014
012833;-108;0;;0014
012825;-105;0;;0014
000103;-101;0;;0014
005748;-100;0;;0003
000475;-100;0;;0004
018719;-100;0;;0014
003761;-100;0;;0014
001580;-100;0;;000014
021564;-100;0;;0014
010299;-100;0;;0003
016803;-100;0;;0004
008412;-100;0;;0003
001297;-100;0;;0004
009269;-96;0;;0014
016694;-96;0;;000014
021221;-96;0;;0014
015219;-96;0;;0014
018723;-96;0;;0014
011099;-96;0;;0004
001139;-96;0;;000014
001371;-96;0;;000014
014781;-96;0;;0003
011635;-96;0;;0004
002999;-96;0;;0014
005960;-96;0;;0014
001954;-96;0;;0003
010727;-96;0;;000014
002028;-96;0;;0014
011610;-96;0;;0014
013094;-96;0;;0014
015702;-96;0;;0014
015219;-96;0;;000014
003910;-96;0;;000014
007084;-96;0;;0014
018723;-96;0;;0004
008622;-96;0;;000014
001585;-96;0;;0014
014062;-96;0;;000014
019978;-96;0;;0014
006534;-96;0;;0014
006524;-96;0;;0014
002566;-96;0;;0014
016692;-96;0;;000014
002092;-96;0;;0014
007379;-96;0;;0014
007101;-95;0;;0014
003141;-90;0;;0004
002210;-90;0;;0014
020690;-90;0;;0014
019597;-90;0;;0014
012342;-90;0;;0004
013904;-90;0;;0004
016712;-90;0;;0014
008942;-90;0;;0004
012516;-88;0;;0014
018148;-85;0;;0014
006148;-84;0;;000014
014035;-84;0;;0003
011612;-84;0;;0014
002088;-84;0;;0004
014794;-84;0;;0003
010866;-84;0;;0004
002392;-84;0;;0014
017902;-84;0;;0014
007738;-84;0;;0004
021030;-84;0;;0014
017917;-84;0;;0004
014755;-84;0;;0014
002214;-84;0;;0014
002039;-84;0;;0014
022494;-84;0;;0014
002430;-84;0;;000014
002390;-84;0;;0014
001544;-83;0;;000014
009623;-80;0;;000014
014709;-80;0;;000014
015431;-80;0;;0014
010299;-80;0;;0014
015433;-80;0;;0014
013687;-80;0;;0004
013688;-80;0;;0004
013686;-80;0;;0004
001133;-80;0;;000014
016224;-78;0;;0014
019595;-75;0;;0014
016979;-73;0;;0014
005469;-72;0;;0014
009663;-72;0;;0014
002537;-72;0;;0014
008514;-72;0;;0014
014595;-72;0;;0014
005970;-72;0;;0014
008094;-72;0;;0004
009808;-72;0;;0004
014788;-72;0;;0014
014727;-72;0;;000014
016219;-72;0;;0014
019740;-72;0;;0014
017328;-72;0;;0004
005971;-72;0;;0014
004259;-72;0;;0014
022241;-72;0;;0014
002084;-72;0;;0014
001641;-72;0;;000014
002217;-72;0;;0014
001949;-72;0;;000014
019837;-72;0;;0014
015435;-72;0;;0003
001292;-72;0;;0003
009336;-72;0;;0014
013390;-72;0;;0014
002395;-72;0;;0014
015718;-72;0;;0014
001370;-72;0;;000014
013382;-72;0;;0014
002220;-72;0;;0014
002036;-72;0;;0014
013685;-72;0;;0014
002544;-72;0;;0014
002098;-72;0;;000014
016431;-72;0;;0004
003088;-72;0;;0014
019744;-72;0;;0014
002734;-72;0;;000014
013289;-72;0;;000014
019958;-72;0;;0014
016838;-72;0;;0014
003197;-72;0;;0014
014772;-72;0;;0004
017715;-72;0;;000014
014494;-72;0;;0014
001340;-72;0;;0003
019763;-72;0;;0014
002735;-72;0;;000014
014772;-72;0;;000014
002425;-72;0;;000014
017965;-72;0;;000014
015717;-72;0;;0014
014888;-72;0;;0014
016197;-72;0;;0004
012835;-72;0;;0014
013279;-72;0;;0004
008412;-70;0;;0014
000131;-70;0;;0003
017753;-70;0;;0014
004093;-68;0;;0004
008414;-65;0;;0014
008277;-64;0;;0014
017900;-60;0;;0004
015466;-60;0;;0014
011196;-60;0;;0014
002038;-60;0;;000014
014782;-60;0;;0003
019622;-60;0;;0014
008622;-60;0;;0003
001725;-60;0;;0004
009656;-60;0;;0014
013278;-60;0;;0004
001582;-60;0;;000014
009027;-60;0;;0004
022561;-60;0;;0014
013157;-60;0;;000014
007555;-60;0;;0014
016929;-60;0;;0014
001584;-60;0;;000014
019742;-60;0;;0014
001160;-60;0;;000014
001395;-60;0;;0014
003936;-60;0;;000014
000424;-60;0;;0014
002547;-60;0;;0014
012482;-60;0;;000014
014492;-60;0;;0004
009801;-60;0;;0003
019596;-60;0;;0014
002154;-60;0;;0014
019736;-60;0;;0014
018402;-60;0;;0014
007085;-60;0;;0014
014886;-60;0;;0004
018097;-60;0;;0004
018076;-60;0;;0004
002218;-60;0;;0003
002841;-60;0;;0014
005590;-60;0;;0014
002433;-60;0;;0014
001162;-60;0;;0004
003936;-60;0;;0014
014784;-60;0;;0004
017901;-60;0;;0004
014791;-60;0;;0003
001135;-60;0;;0003
008950;-60;0;;0004
006148;-60;0;;0014
006149;-60;0;;0014
013346;-60;0;;000014
008345;-60;0;;000014
002217;-60;0;;0004
003937;-60;0;;000014
015863;-60;0;;0014
005459;-60;0;;000014
011793;-60;0;;0014
001639;-60;0;;0003
021721;-60;0;;0014
001686;-60;0;;000014
021677;-60;0;;0014
008266;-60;0;;000014
022000;-60;0;;0014
009939;-60;0;;0014
002215;-60;0;;000014
008267;-60;0;;000014
002998;-60;0;;0014
002996;-60;0;;000014
